 time           time           v(p)           v(s0)          v(s1)          v(w_mem)       v(n)          
 6.8871451e-04  6.8871451e-04  7.8591932e-01  2.1390955e-05  2.1465155e-05  5.0001392e-01  3.9690009e-03 
 6.8876451e-04  6.8876451e-04  7.5693486e-01  2.1488388e-05  2.1562926e-05  5.0001398e-01  3.8226258e-03 
 6.8881451e-04  6.8881451e-04  7.2776363e-01  2.1583235e-05  2.1658103e-05  5.0001404e-01  3.6753075e-03 
 6.8886451e-04  6.8886451e-04  6.9841284e-01  2.1675384e-05  2.1750571e-05  5.0001410e-01  3.5270824e-03 
 6.8891451e-04  6.8891451e-04  6.6888973e-01  2.1764719e-05  2.1840216e-05  5.0001416e-01  3.3779869e-03 
 6.8896451e-04  6.8896451e-04  6.3920158e-01  2.1851122e-05  2.1926920e-05  5.0001421e-01  3.2280579e-03 
 6.8901451e-04  6.8901451e-04  6.0935571e-01  2.1934476e-05  2.2010562e-05  5.0001427e-01  3.0773324e-03 
 6.8906451e-04  6.8906451e-04  5.7935949e-01  2.2014660e-05  2.2091025e-05  5.0001432e-01  2.9258476e-03 
 6.8911451e-04  6.8911451e-04  5.4922033e-01  2.2091556e-05  2.2168188e-05  5.0001437e-01  2.7736408e-03 
 6.8916451e-04  6.8916451e-04  5.1894566e-01  2.2165046e-05  2.2241933e-05  5.0001442e-01  2.6207497e-03 
 6.8921451e-04  6.8921451e-04  4.8854294e-01  2.2235011e-05  2.2312141e-05  5.0001446e-01  2.4672118e-03 
 6.8926451e-04  6.8926451e-04  4.5801968e-01  2.2301335e-05  2.2378695e-05  5.0001451e-01  2.3130652e-03 
 6.8931451e-04  6.8931451e-04  4.2738341e-01  2.2363905e-05  2.2441482e-05  5.0001455e-01  2.1583478e-03 
 6.8936451e-04  6.8936451e-04  3.9664170e-01  2.2422609e-05  2.2500390e-05  5.0001459e-01  2.0030979e-03 
 6.8941451e-04  6.8941451e-04  3.6580211e-01  2.2477341e-05  2.2555312e-05  5.0001462e-01  1.8473536e-03 
 6.8946451e-04  6.8946451e-04  3.3487227e-01  2.2527998e-05  2.2606144e-05  5.0001465e-01  1.6911536e-03 
 6.8951451e-04  6.8951451e-04  3.0385981e-01  2.2574481e-05  2.2652790e-05  5.0001469e-01  1.5345362e-03 
 6.8956451e-04  6.8956451e-04  2.7277237e-01  2.2616701e-05  2.2695155e-05  5.0001471e-01  1.3775402e-03 
 6.8961451e-04  6.8961451e-04  2.4161763e-01  2.2654570e-05  2.2733156e-05  5.0001474e-01  1.2202043e-03 
 6.8966451e-04  6.8966451e-04  2.1040328e-01  2.2688012e-05  2.2766714e-05  5.0001476e-01  1.0625673e-03 
 6.8971451e-04  6.8971451e-04  1.7913701e-01  2.2716956e-05  2.2795759e-05  5.0001478e-01  9.0466810e-04 
 6.8976451e-04  6.8976451e-04  1.4782654e-01  2.2741341e-05  2.2820228e-05  5.0001479e-01  7.4654568e-04 
 6.8981451e-04  6.8981451e-04  1.1647960e-01  2.2761114e-05  2.2840070e-05  5.0001481e-01  5.8823904e-04 
 6.8986451e-04  6.8986451e-04  8.5103915e-02  2.2776232e-05  2.2855241e-05  5.0001482e-01  4.2978726e-04 
 6.8991451e-04  6.8991451e-04  5.3707235e-02  2.2786662e-05  2.2865707e-05  5.0001482e-01  2.7122942e-04 
 6.8996451e-04  6.8996451e-04  2.2297304e-02  2.2792381e-05  2.2871445e-05  5.0001483e-01  1.1260466e-04 
 6.9001451e-04  6.9001451e-04 -9.1181294e-03  2.2793376e-05  2.2872443e-05  5.0001483e-01 -4.6047892e-05 
 6.9006451e-04  6.9006451e-04 -4.0531313e-02  2.2789644e-05  2.2868699e-05  5.0001483e-01 -2.0468908e-04 
 6.9011451e-04  6.9011451e-04 -7.1934495e-02  2.2781194e-05  2.2860220e-05  5.0001482e-01 -3.6327976e-04 
 6.9016451e-04  6.9016451e-04 -1.0331993e-01  2.2768045e-05  2.2847026e-05  5.0001481e-01 -5.2178080e-04 
 6.9021451e-04  6.9021451e-04 -1.3467987e-01  2.2750226e-05  2.2829144e-05  5.0001480e-01 -6.8015308e-04 
 6.9026451e-04  6.9026451e-04 -1.6600658e-01  2.2727776e-05  2.2806616e-05  5.0001478e-01 -8.3835754e-04 
 6.9031451e-04  6.9031451e-04 -1.9729233e-01  2.2700742e-05  2.2779489e-05  5.0001477e-01 -9.9635513e-04 
 6.9036451e-04  6.9036451e-04 -2.2852941e-01  2.2669184e-05  2.2747821e-05  5.0001475e-01 -1.1541069e-03 
 6.9041451e-04  6.9041451e-04 -2.5971009e-01  2.2633167e-05  2.2711679e-05  5.0001472e-01 -1.3115738e-03 
 6.9046451e-04  6.9046451e-04 -2.9082670e-01  2.2592766e-05  2.2671138e-05  5.0001470e-01 -1.4687172e-03 
 6.9051451e-04  6.9051451e-04 -3.2187155e-01  2.2548064e-05  2.2626281e-05  5.0001467e-01 -1.6254981e-03 
 6.9056451e-04  6.9056451e-04 -3.5283698e-01  2.2499149e-05  2.2577196e-05  5.0001464e-01 -1.7818779e-03 
 6.9061451e-04  6.9061451e-04 -3.8371536e-01  2.2446117e-05  2.2523979e-05  5.0001460e-01 -1.9378180e-03 
 6.9066451e-04  6.9066451e-04 -4.1449906e-01  2.2389068e-05  2.2466732e-05  5.0001456e-01 -2.0932800e-03 
 6.9071451e-04  6.9071451e-04 -4.4518048e-01  2.2328107e-05  2.2405560e-05  5.0001452e-01 -2.2482255e-03 
 6.9076451e-04  6.9076451e-04 -4.7575207e-01  2.2263345e-05  2.2340573e-05  5.0001448e-01 -2.4026162e-03 
 6.9081451e-04  6.9081451e-04 -5.0620627e-01  2.2194893e-05  2.2271884e-05  5.0001444e-01 -2.5564140e-03 
 6.9086451e-04  6.9086451e-04 -5.3653557e-01  2.2122868e-05  2.2199608e-05  5.0001439e-01 -2.7095811e-03 
 6.9091451e-04  6.9091451e-04 -5.6673250e-01  2.2047385e-05  2.2123863e-05  5.0001434e-01 -2.8620796e-03 
 6.9096451e-04  6.9096451e-04 -5.9678958e-01  2.1968564e-05  2.2044769e-05  5.0001429e-01 -3.0138718e-03 
 6.9101451e-04  6.9101451e-04 -6.2669942e-01  2.1886523e-05  2.1962443e-05  5.0001424e-01 -3.1649204e-03 
 6.9106451e-04  6.9106451e-04 -6.5645463e-01  2.1801383e-05  2.1877007e-05  5.0001418e-01 -3.3151881e-03 
 6.9111451e-04  6.9111451e-04 -6.8604787e-01  2.1713260e-05  2.1788579e-05  5.0001412e-01 -3.4646377e-03 
 6.9116451e-04  6.9116451e-04 -7.1547184e-01  2.1622275e-05  2.1697277e-05  5.0001407e-01 -3.6132324e-03 
 6.9121451e-04  6.9121451e-04 -7.4471928e-01  2.1528541e-05  2.1603219e-05  5.0001400e-01 -3.7609356e-03 
 6.9126451e-04  6.9126451e-04 -7.7378296e-01  2.1432176e-05  2.1506519e-05  5.0001394e-01 -3.9077108e-03 
 6.9131451e-04  6.9131451e-04 -8.0265573e-01  2.1333290e-05  2.1407290e-05  5.0001388e-01 -4.0535217e-03 
 6.9136451e-04  6.9136451e-04 -8.3133046e-01  2.1231995e-05  2.1305643e-05  5.0001381e-01 -4.1983325e-03 
 6.9141451e-04  6.9141451e-04 -8.5980006e-01  2.1128398e-05  2.1201687e-05  5.0001374e-01 -4.3421073e-03 
 6.9146451e-04  6.9146451e-04 -8.8805753e-01  2.1022604e-05  2.1095525e-05  5.0001368e-01 -4.4848108e-03 
 6.9151451e-04  6.9151451e-04 -9.1609588e-01  2.0914714e-05  2.0987261e-05  5.0001361e-01 -4.6264076e-03 
 6.9156451e-04  6.9156451e-04 -9.4390819e-01  2.0804828e-05  2.0876993e-05  5.0001353e-01 -4.7668629e-03 
 6.9161451e-04  6.9161451e-04 -9.7148761e-01  2.0693040e-05  2.0764817e-05  5.0001346e-01 -4.9061419e-03 
 6.9166451e-04  6.9166451e-04 -9.9882733e-01  2.0579442e-05  2.0650825e-05  5.0001339e-01 -5.0442104e-03 
 6.9171451e-04  6.9171451e-04 -1.0259206e+00  2.0464124e-05  2.0535106e-05  5.0001331e-01 -5.1810343e-03 
 6.9176451e-04  6.9176451e-04 -1.0527608e+00  2.0347170e-05  2.0417746e-05  5.0001324e-01 -5.3165798e-03 
 6.9181451e-04  6.9181451e-04 -1.0793411e+00  2.0228662e-05  2.0298827e-05  5.0001316e-01 -5.4508134e-03 
 6.9186451e-04  6.9186451e-04 -1.1056552e+00  2.0108679e-05  2.0178428e-05  5.0001308e-01 -5.5837021e-03 
 6.9191451e-04  6.9191451e-04 -1.1316965e+00  1.9987296e-05  2.0056623e-05  5.0001300e-01 -5.7152130e-03 
 6.9196451e-04  6.9196451e-04 -1.1574585e+00  1.9864584e-05  1.9933485e-05  5.0001292e-01 -5.8453138e-03 
 6.9201451e-04  6.9201451e-04 -1.1829350e+00  1.9740613e-05  1.9809084e-05  5.0001284e-01 -5.9739722e-03 
 6.9206451e-04  6.9206451e-04 -1.2081196e+00  1.9615447e-05  1.9683483e-05  5.0001276e-01 -6.1011566e-03 
 6.9211451e-04  6.9211451e-04 -1.2330061e+00  1.9489149e-05  1.9556747e-05  5.0001268e-01 -6.2268356e-03 
 6.9216451e-04  6.9216451e-04 -1.2575884e+00  1.9361779e-05  1.9428934e-05  5.0001260e-01 -6.3509782e-03 
 6.9221451e-04  6.9221451e-04 -1.2818604e+00  1.9233392e-05  1.9300102e-05  5.0001251e-01 -6.4735537e-03 
 6.9226451e-04  6.9226451e-04 -1.3058161e+00  1.9104044e-05  1.9170305e-05  5.0001243e-01 -6.5945319e-03 
 6.9231451e-04  6.9231451e-04 -1.3294496e+00  1.8973784e-05  1.9039593e-05  5.0001234e-01 -6.7138829e-03 
 6.9236451e-04  6.9236451e-04 -1.3527551e+00  1.8842661e-05  1.8908015e-05  5.0001226e-01 -6.8315774e-03 
 6.9241451e-04  6.9241451e-04 -1.3757268e+00  1.8710722e-05  1.8775618e-05  5.0001217e-01 -6.9475862e-03 
 6.9246451e-04  6.9246451e-04 -1.3983591e+00  1.8578011e-05  1.8642446e-05  5.0001209e-01 -7.0618808e-03 
 6.9251451e-04  6.9251451e-04 -1.4206464e+00  1.8444567e-05  1.8508539e-05  5.0001200e-01 -7.1744329e-03 
 6.9256451e-04  6.9256451e-04 -1.4425831e+00  1.8310431e-05  1.8373938e-05  5.0001191e-01 -7.2852147e-03 
 6.9261451e-04  6.9261451e-04 -1.4641639e+00  1.8175641e-05  1.8238679e-05  5.0001182e-01 -7.3941991e-03 
 6.9266451e-04  6.9266451e-04 -1.4853834e+00  1.8040230e-05  1.8102799e-05  5.0001174e-01 -7.5013589e-03 
 6.9271451e-04  6.9271451e-04 -1.5062365e+00  1.7904233e-05  1.7966329e-05  5.0001165e-01 -7.6066679e-03 
 6.9276451e-04  6.9276451e-04 -1.5267179e+00  1.7767681e-05  1.7829304e-05  5.0001156e-01 -7.7101000e-03 
 6.9281451e-04  6.9281451e-04 -1.5468226e+00  1.7630605e-05  1.7691751e-05  5.0001147e-01 -7.8116297e-03 
 6.9286451e-04  6.9286451e-04 -1.5665456e+00  1.7493031e-05  1.7553700e-05  5.0001138e-01 -7.9112320e-03 
 6.9291451e-04  6.9291451e-04 -1.5858822e+00  1.7354988e-05  1.7415178e-05  5.0001129e-01 -8.0088822e-03 
 6.9296451e-04  6.9296451e-04 -1.6048274e+00  1.7216501e-05  1.7276210e-05  5.0001120e-01 -8.1045563e-03 
 6.9301451e-04  6.9301451e-04 -1.6233767e+00  1.7077594e-05  1.7136821e-05  5.0001111e-01 -8.1982308e-03 
 6.9306451e-04  6.9306451e-04 -1.6415254e+00  1.6938289e-05  1.6997032e-05  5.0001102e-01 -8.2898824e-03 
 6.9311451e-04  6.9311451e-04 -1.6592691e+00  1.6798608e-05  1.6856867e-05  5.0001093e-01 -8.3794885e-03 
 6.9316451e-04  6.9316451e-04 -1.6766034e+00  1.6658572e-05  1.6716344e-05  5.0001084e-01 -8.4670271e-03 
 6.9321451e-04  6.9321451e-04 -1.6935240e+00  1.6518200e-05  1.6575485e-05  5.0001075e-01 -8.5524766e-03 
 6.9326451e-04  6.9326451e-04 -1.7100268e+00  1.6377510e-05  1.6434307e-05  5.0001065e-01 -8.6358158e-03 
 6.9331451e-04  6.9331451e-04 -1.7261077e+00  1.6236520e-05  1.6292827e-05  5.0001056e-01 -8.7170242e-03 
 6.9336451e-04  6.9336451e-04 -1.7417626e+00  1.6095246e-05  1.6151063e-05  5.0001047e-01 -8.7960818e-03 
 6.9341451e-04  6.9341451e-04 -1.7569878e+00  1.5953703e-05  1.6009029e-05  5.0001038e-01 -8.8729691e-03 
 6.9346451e-04  6.9346451e-04 -1.7717795e+00  1.5811908e-05  1.5866741e-05  5.0001029e-01 -8.9476671e-03 
 6.9351451e-04  6.9351451e-04 -1.7861341e+00  1.5669873e-05  1.5724214e-05  5.0001019e-01 -9.0201573e-03 
 6.9356451e-04  6.9356451e-04 -1.8000479e+00  1.5527613e-05  1.5581459e-05  5.0001010e-01 -9.0904220e-03 
 6.9361451e-04  6.9361451e-04 -1.8135176e+00  1.5385139e-05  1.5438491e-05  5.0001001e-01 -9.1584436e-03 
 6.9366451e-04  6.9366451e-04 -1.8265399e+00  1.5242465e-05  1.5295322e-05  5.0000992e-01 -9.2242056e-03 
 6.9371451e-04  6.9371451e-04 -1.8391114e+00  1.5099601e-05  1.5151962e-05  5.0000982e-01 -9.2876915e-03 
 6.9376451e-04  6.9376451e-04 -1.8512292e+00  1.4956559e-05  1.5008423e-05  5.0000973e-01 -9.3488859e-03 
 6.9381451e-04  6.9381451e-04 -1.8628903e+00  1.4813349e-05  1.4864716e-05  5.0000964e-01 -9.4077735e-03 
 6.9386451e-04  6.9386451e-04 -1.8740916e+00  1.4669982e-05  1.4720851e-05  5.0000954e-01 -9.4643399e-03 
 6.9391451e-04  6.9391451e-04 -1.8848306e+00  1.4526466e-05  1.4576837e-05  5.0000945e-01 -9.5185711e-03 
 6.9396451e-04  6.9396451e-04 -1.8951046e+00  1.4382810e-05  1.4432683e-05  5.0000936e-01 -9.5704536e-03 
 6.9401451e-04  6.9401451e-04 -1.9049109e+00  1.4239025e-05  1.4288398e-05  5.0000926e-01 -9.6199748e-03 
 6.9406451e-04  6.9406451e-04 -1.9142473e+00  1.4095118e-05  1.4143991e-05  5.0000917e-01 -9.6671224e-03 
 6.9411451e-04  6.9411451e-04 -1.9231113e+00  1.3951096e-05  1.3999470e-05  5.0000908e-01 -9.7118848e-03 
 6.9416451e-04  6.9416451e-04 -1.9315008e+00  1.3806969e-05  1.3854842e-05  5.0000898e-01 -9.7542509e-03 
 6.9421451e-04  6.9421451e-04 -1.9394138e+00  1.3662742e-05  1.3710115e-05  5.0000889e-01 -9.7942102e-03 
 6.9426451e-04  6.9426451e-04 -1.9468482e+00  1.3518425e-05  1.3565297e-05  5.0000879e-01 -9.8317530e-03 
 6.9431451e-04  6.9431451e-04 -1.9538023e+00  1.3374022e-05  1.3420393e-05  5.0000870e-01 -9.8668699e-03 
 6.9436451e-04  6.9436451e-04 -1.9602743e+00  1.3229542e-05  1.3275411e-05  5.0000861e-01 -9.8995523e-03 
 6.9441451e-04  6.9441451e-04 -1.9662627e+00  1.3084990e-05  1.3130358e-05  5.0000851e-01 -9.9297921e-03 
 6.9446451e-04  6.9446451e-04 -1.9717658e+00  1.2940374e-05  1.2985239e-05  5.0000842e-01 -9.9575819e-03 
 6.9451451e-04  6.9451451e-04 -1.9767825e+00  1.2795698e-05  1.2840061e-05  5.0000832e-01 -9.9829147e-03 
 6.9456451e-04  6.9456451e-04 -1.9813115e+00  1.2650969e-05  1.2694830e-05  5.0000823e-01 -1.0005784e-02 
 6.9461451e-04  6.9461451e-04 -1.9853516e+00  1.2506194e-05  1.2549552e-05  5.0000814e-01 -1.0026185e-02 
 6.9466451e-04  6.9466451e-04 -1.9889018e+00  1.2361377e-05  1.2404232e-05  5.0000804e-01 -1.0044113e-02 
 6.9471451e-04  6.9471451e-04 -1.9919613e+00  1.2216524e-05  1.2258876e-05  5.0000795e-01 -1.0059561e-02 
 6.9476451e-04  6.9476451e-04 -1.9945293e+00  1.2071640e-05  1.2113490e-05  5.0000785e-01 -1.0072528e-02 
 6.9481451e-04  6.9481451e-04 -1.9966052e+00  1.1926732e-05  1.1968079e-05  5.0000776e-01 -1.0083010e-02 
 6.9486451e-04  6.9486451e-04 -1.9981885e+00  1.1781804e-05  1.1822648e-05  5.0000766e-01 -1.0091004e-02 
 6.9491451e-04  6.9491451e-04 -1.9992788e+00  1.1636862e-05  1.1677203e-05  5.0000757e-01 -1.0096508e-02 
 6.9496451e-04  6.9496451e-04 -1.9998757e+00  1.1491911e-05  1.1531749e-05  5.0000748e-01 -1.0099520e-02 
 6.9501451e-04  6.9501451e-04 -1.9999792e+00  1.1346957e-05  1.1386291e-05  5.0000738e-01 -1.0100041e-02 
 6.9506451e-04  6.9506451e-04 -1.9995893e+00  1.1202004e-05  1.1240835e-05  5.0000729e-01 -1.0098070e-02 
 6.9511451e-04  6.9511451e-04 -1.9987059e+00  1.1057057e-05  1.1095385e-05  5.0000719e-01 -1.0093607e-02 
 6.9516451e-04  6.9516451e-04 -1.9973295e+00  1.0912123e-05  1.0949948e-05  5.0000710e-01 -1.0086654e-02 
 6.9521451e-04  6.9521451e-04 -1.9954602e+00  1.0767206e-05  1.0804528e-05  5.0000700e-01 -1.0077212e-02 
 6.9526451e-04  6.9526451e-04 -1.9930985e+00  1.0622312e-05  1.0659131e-05  5.0000691e-01 -1.0065284e-02 
 6.9531451e-04  6.9531451e-04 -1.9902451e+00  1.0477446e-05  1.0513762e-05  5.0000682e-01 -1.0050872e-02 
 6.9536451e-04  6.9536451e-04 -1.9869007e+00  1.0332613e-05  1.0368426e-05  5.0000672e-01 -1.0033981e-02 
 6.9541451e-04  6.9541451e-04 -1.9830660e+00  1.0187820e-05  1.0223130e-05  5.0000663e-01 -1.0014613e-02 
 6.9546451e-04  6.9546451e-04 -1.9787420e+00  1.0043071e-05  1.0077879e-05  5.0000653e-01 -9.9927750e-03 
 6.9551451e-04  6.9551451e-04 -1.9739298e+00  9.8983728e-06  9.9326787e-06  5.0000644e-01 -9.9684711e-03 
 6.9556451e-04  6.9556451e-04 -1.9686305e+00  9.7537311e-06  9.7875349e-06  5.0000634e-01 -9.9417077e-03 
 6.9561451e-04  6.9561451e-04 -1.9628455e+00  9.6091520e-06  9.6424539e-06  5.0000625e-01 -9.9124913e-03 
 6.9566451e-04  6.9566451e-04 -1.9565762e+00  9.4646416e-06  9.4974419e-06  5.0000616e-01 -9.8808292e-03 
 6.9571451e-04  6.9571451e-04 -1.9498242e+00  9.3202064e-06  9.3525053e-06  5.0000606e-01 -9.8467291e-03 
 6.9576451e-04  6.9576451e-04 -1.9425910e+00  9.1758530e-06  9.2076509e-06  5.0000597e-01 -9.8101996e-03 
 6.9581451e-04  6.9581451e-04 -1.9348786e+00  9.0315883e-06  9.0628853e-06  5.0000588e-01 -9.7712495e-03 
 6.9586451e-04  6.9586451e-04 -1.9266888e+00  8.8874192e-06  8.9182158e-06  5.0000578e-01 -9.7298885e-03 
 6.9591451e-04  6.9591451e-04 -1.9180235e+00  8.7433532e-06  8.7736497e-06  5.0000569e-01 -9.6861268e-03 
 6.9596451e-04  6.9596451e-04 -1.9088851e+00  8.5993979e-06  8.6291947e-06  5.0000559e-01 -9.6399753e-03 
 6.9601451e-04  6.9601451e-04 -1.8992756e+00  8.4555611e-06  8.4848587e-06  5.0000550e-01 -9.5914452e-03 
 6.9606451e-04  6.9606451e-04 -1.8891975e+00  8.3118513e-06  8.3406499e-06  5.0000541e-01 -9.5405487e-03 
 6.9611451e-04  6.9611451e-04 -1.8786533e+00  8.1682768e-06  8.1965771e-06  5.0000531e-01 -9.4872981e-03 
 6.9616451e-04  6.9616451e-04 -1.8676456e+00  8.0248468e-06  8.0526492e-06  5.0000522e-01 -9.4317067e-03 
 6.9621451e-04  6.9621451e-04 -1.8561770e+00  7.8815706e-06  7.9088757e-06  5.0000513e-01 -9.3737883e-03 
 6.9626451e-04  6.9626451e-04 -1.8442505e+00  7.7384581e-06  7.7652664e-06  5.0000503e-01 -9.3135570e-03 
 6.9631451e-04  6.9631451e-04 -1.8318689e+00  7.5955195e-06  7.6218316e-06  5.0000494e-01 -9.2510277e-03 
 6.9636451e-04  6.9636451e-04 -1.8190354e+00  7.4527656e-06  7.4785822e-06  5.0000485e-01 -9.1862159e-03 
 6.9641451e-04  6.9641451e-04 -1.8057530e+00  7.3102078e-06  7.3355295e-06  5.0000476e-01 -9.1191376e-03 
 6.9646451e-04  6.9646451e-04 -1.7920251e+00  7.1678578e-06  7.1926854e-06  5.0000466e-01 -9.0498093e-03 
 6.9651451e-04  6.9651451e-04 -1.7778550e+00  7.0257283e-06  7.0500625e-06  5.0000457e-01 -8.9782481e-03 
 6.9656451e-04  6.9656451e-04 -1.7632462e+00  6.8838323e-06  6.9076739e-06  5.0000448e-01 -8.9044717e-03 
 6.9661451e-04  6.9661451e-04 -1.7482025e+00  6.7421836e-06  6.7655335e-06  5.0000439e-01 -8.8284983e-03 
 6.9666451e-04  6.9666451e-04 -1.7327273e+00  6.6007968e-06  6.6236560e-06  5.0000429e-01 -8.7503466e-03 
 6.9671451e-04  6.9671451e-04 -1.7168247e+00  6.4596872e-06  6.4820566e-06  5.0000420e-01 -8.6700359e-03 
 6.9676451e-04  6.9676451e-04 -1.7004984e+00  6.3188710e-06  6.3407515e-06  5.0000411e-01 -8.5875861e-03 
 6.9681451e-04  6.9681451e-04 -1.6837526e+00  6.1783651e-06  6.1997579e-06  5.0000402e-01 -8.5030174e-03 
 6.9686451e-04  6.9686451e-04 -1.6665913e+00  6.0381875e-06  6.0590937e-06  5.0000393e-01 -8.4163508e-03 
 6.9691451e-04  6.9691451e-04 -1.6490188e+00  5.8983571e-06  5.9187780e-06  5.0000384e-01 -8.3276076e-03 
 6.9696451e-04  6.9696451e-04 -1.6310395e+00  5.7588940e-06  5.7788307e-06  5.0000375e-01 -8.2368097e-03 
 6.9701451e-04  6.9701451e-04 -1.6126577e+00  5.6198192e-06  5.6392732e-06  5.0000366e-01 -8.1439796e-03 
 6.9706451e-04  6.9706451e-04 -1.5938780e+00  5.4811550e-06  5.5001276e-06  5.0000357e-01 -8.0491401e-03 
 6.9711451e-04  6.9711451e-04 -1.5747050e+00  5.3429248e-06  5.3614176e-06  5.0000348e-01 -7.9523146e-03 
 6.9716451e-04  6.9716451e-04 -1.5551435e+00  5.2051537e-06  5.2231682e-06  5.0000339e-01 -7.8535270e-03 
 6.9721451e-04  6.9721451e-04 -1.5351984e+00  5.0678676e-06  5.0854056e-06  5.0000330e-01 -7.7528018e-03 
 6.9726451e-04  6.9726451e-04 -1.5148744e+00  4.9310944e-06  4.9481577e-06  5.0000321e-01 -7.6501637e-03 
 6.9731451e-04  6.9731451e-04 -1.4941766e+00  4.7948634e-06  4.8114537e-06  5.0000312e-01 -7.5456381e-03 
 6.9736451e-04  6.9736451e-04 -1.4731102e+00  4.6592054e-06  4.6753248e-06  5.0000303e-01 -7.4392507e-03 
 6.9741451e-04  6.9741451e-04 -1.4516803e+00  4.5241530e-06  4.5398036e-06  5.0000294e-01 -7.3310279e-03 
 6.9746451e-04  6.9746451e-04 -1.4298922e+00  4.3897407e-06  4.4049248e-06  5.0000286e-01 -7.2209962e-03 
 6.9751451e-04  6.9751451e-04 -1.4077514e+00  4.2560049e-06  4.2707248e-06  5.0000277e-01 -7.1091830e-03 
 6.9756451e-04  6.9756451e-04 -1.3852632e+00  4.1229840e-06  4.1372421e-06  5.0000268e-01 -6.9956157e-03 
 6.9761451e-04  6.9761451e-04 -1.3624332e+00  3.9907184e-06  4.0045174e-06  5.0000260e-01 -6.8803224e-03 
 6.9766451e-04  6.9766451e-04 -1.3392670e+00  3.8592509e-06  3.8725935e-06  5.0000251e-01 -6.7633315e-03 
 6.9771451e-04  6.9771451e-04 -1.3157704e+00  3.7286266e-06  3.7415157e-06  5.0000243e-01 -6.6446720e-03 
 6.9776451e-04  6.9776451e-04 -1.2919491e+00  3.5988928e-06  3.6113316e-06  5.0000234e-01 -6.5243730e-03 
 6.9781451e-04  6.9781451e-04 -1.2678091e+00  3.4700995e-06  3.4820913e-06  5.0000226e-01 -6.4024642e-03 
 6.9786451e-04  6.9786451e-04 -1.2433563e+00  3.3422995e-06  3.3538476e-06  5.0000217e-01 -6.2789758e-03 
 6.9791451e-04  6.9791451e-04 -1.2185966e+00  3.2155479e-06  3.2266561e-06  5.0000209e-01 -6.1539382e-03 
 6.9796451e-04  6.9796451e-04 -1.1935363e+00  3.0899031e-06  3.1005751e-06  5.0000201e-01 -6.0273823e-03 
 6.9801451e-04  6.9801451e-04 -1.1681816e+00  2.9654262e-06  2.9756661e-06  5.0000193e-01 -5.8993392e-03 
 6.9806451e-04  6.9806451e-04 -1.1425386e+00  2.8421812e-06  2.8519933e-06  5.0000185e-01 -5.7698406e-03 
 6.9811451e-04  6.9811451e-04 -1.1166136e+00  2.7202355e-06  2.7296243e-06  5.0000177e-01 -5.6389184e-03 
 6.9816451e-04  6.9816451e-04 -1.0904132e+00  2.5996595e-06  2.6086298e-06  5.0000169e-01 -5.5066050e-03 
 6.9821451e-04  6.9821451e-04 -1.0639438e+00  2.4805270e-06  2.4890837e-06  5.0000161e-01 -5.3729330e-03 
 6.9826451e-04  6.9826451e-04 -1.0372118e+00  2.3629150e-06  2.3710634e-06  5.0000154e-01 -5.2379353e-03 
 6.9831451e-04  6.9831451e-04 -1.0102239e+00  2.2469038e-06  2.2546495e-06  5.0000146e-01 -5.1016453e-03 
 6.9836451e-04  6.9836451e-04 -9.8298674e-01  2.1325772e-06  2.1399261e-06  5.0000139e-01 -4.9640965e-03 
 6.9841451e-04  6.9841451e-04 -9.5550706e-01  2.0200226e-06  2.0269808e-06  5.0000131e-01 -4.8253230e-03 
 6.9846451e-04  6.9846451e-04 -9.2779161e-01  1.9093303e-06  1.9159043e-06  5.0000124e-01 -4.6853590e-03 
 6.9851451e-04  6.9851451e-04 -8.9984725e-01  1.8005944e-06  1.8067909e-06  5.0000117e-01 -4.5442390e-03 
 6.9856451e-04  6.9856451e-04 -8.7168086e-01  1.6939121e-06  1.6997383e-06  5.0000110e-01 -4.4019979e-03 
 6.9861451e-04  6.9861451e-04 -8.4329940e-01  1.5893838e-06  1.5948472e-06  5.0000103e-01 -4.2586706e-03 
 6.9866451e-04  6.9866451e-04 -8.1470987e-01  1.4871130e-06  1.4922214e-06  5.0000097e-01 -4.1142926e-03 
 6.9871451e-04  6.9871451e-04 -7.8591932e-01  1.3872062e-06  1.3919678e-06  5.0000090e-01 -3.9688996e-03 
 6.9876451e-04  6.9876451e-04 -7.5693486e-01  1.2897725e-06  1.2941958e-06  5.0000084e-01 -3.8225273e-03 
 6.9881451e-04  6.9881451e-04 -7.2776363e-01  1.1949235e-06  1.1990176e-06  5.0000078e-01 -3.6752119e-03 
 6.9886451e-04  6.9886451e-04 -6.9841284e-01  1.1027732e-06  1.1065474e-06  5.0000072e-01 -3.5269898e-03 
 6.9891451e-04  6.9891451e-04 -6.6888973e-01  1.0134372e-06  1.0169013e-06  5.0000066e-01 -3.3778975e-03 
 6.9896451e-04  6.9896451e-04 -6.3920158e-01  9.2703279e-07  9.3019698e-07  5.0000060e-01 -3.2279718e-03 
 6.9901451e-04  6.9901451e-04 -6.0935571e-01  8.4367838e-07  8.4655323e-07  5.0000055e-01 -3.0772496e-03 
 6.9906451e-04  6.9906451e-04 -5.7935949e-01  7.6349299e-07  7.6608949e-07  5.0000050e-01 -2.9257683e-03 
 6.9911451e-04  6.9911451e-04 -5.4922033e-01  6.8659575e-07  6.8892533e-07  5.0000045e-01 -2.7735651e-03 
