Time	Current	Time	Current	Time	Current	Time	Current	Time	Current
s	A	s	A	s	A	s	A	s	A
	10 ms		20 ms		30 ms		40 ms		50 ms
1.04766199735491	-6.103515625E-7	1.05169399734473	1.1322021484375E-4	1.05153399734513	1.1016845703125E-4	1.04939699735053	-3.0517578125E-6	1.0511109973462	1.1474609375E-4
1.04776399735465	-3.0517578125E-7	1.05179499734447	1.129150390625E-4	1.05162299734491	1.123046875E-4	1.04949199735029	-2.44140625E-6	1.05120699734596	1.1505126953125E-4
1.04786599735439	-1.220703125E-6	1.05189599734422	1.129150390625E-4	1.05171099734468	1.1199951171875E-4	1.04959099735004	-3.35693359375E-6	1.05130199734572	1.1505126953125E-4
1.04795699735416	-3.0517578125E-7	1.05199599734397	1.129150390625E-4	1.05179799734447	1.1474609375E-4	1.04968899734979	-3.0517578125E-6	1.05139799734548	1.1566162109375E-4
1.0480609973539	-6.103515625E-7	1.05209699734371	1.129150390625E-4	1.05188599734424	1.1260986328125E-4	1.04979699734952	2.13623046875E-6	1.05149399734523	1.141357421875E-4
1.04816299735364	-9.1552734375E-7	1.05219799734346	1.1199951171875E-4	1.051982997344	1.1322021484375E-4	1.04989299734927	-2.44140625E-6	1.05158899734499	1.1444091796875E-4
1.04826399735339	-6.103515625E-7	1.0522989973432	1.08642578125E-4	1.05207799734376	1.116943359375E-4	1.04999099734903	-1.8310546875E-6	1.05168399734475	1.141357421875E-4
1.04835599735316	-1.220703125E-6	1.05239999734295	1.1077880859375E-4	1.05217399734352	1.1260986328125E-4	1.05008799734878	-3.0517578125E-6	1.05177899734451	1.123046875E-4
1.04845999735289	-6.103515625E-7	1.05249999734269	1.0955810546875E-4	1.05227699734326	1.1077880859375E-4	1.05019699734851	-1.220703125E-6	1.05187499734427	1.141357421875E-4
1.04856199735264	-1.220703125E-6	1.05260099734244	1.1260986328125E-4	1.052379997343	1.104736328125E-4	1.05029299734827	-2.13623046875E-6	1.05196999734403	1.129150390625E-4
1.04866299735238	0	1.05270099734219	1.1138916015625E-4	1.05247599734275	1.129150390625E-4	1.05039099734802	-2.44140625E-6	1.05206499734379	1.141357421875E-4
1.04876599735212	-9.1552734375E-7	1.05280199734193	1.1383056640625E-4	1.05257899734249	1.1016845703125E-4	1.05048899734777	-2.13623046875E-6	1.05216099734355	1.13525390625E-4
1.04885699735189	-6.103515625E-7	1.05290299734168	1.104736328125E-4	1.05267399734225	1.0955810546875E-4	1.0505969973475	-1.220703125E-6	1.05225699734331	1.1505126953125E-4
1.04896099735163	-3.0517578125E-6	1.05300399734142	1.1260986328125E-4	1.05277699734199	1.11083984375E-4	1.05069299734726	-2.13623046875E-6	1.05235199734307	1.1383056640625E-4
1.04906199735137	-6.103515625E-7	1.05310499734117	1.068115234375E-4	1.05287999734173	1.11083984375E-4	1.05078999734701	-2.44140625E-6	1.05244699734283	1.1322021484375E-4
1.04916399735112	-1.52587890625E-6	1.05320599734091	1.1199951171875E-4	1.05297499734149	1.13525390625E-4	1.05088899734676	-1.8310546875E-6	1.05254199734259	1.1383056640625E-4
1.04926499735086	-9.1552734375E-7	1.05330599734066	1.1077880859375E-4	1.05307899734123	1.116943359375E-4	1.05099699734649	-2.74658203125E-6	1.05264799734232	1.13525390625E-4
1.04935599735063	-9.1552734375E-7	1.0534079973404	1.1138916015625E-4	1.05317399734099	1.1199951171875E-4	1.05109299734625	-2.44140625E-6	1.05275099734206	1.153564453125E-4
1.04945999735037	-6.103515625E-7	1.05350799734015	1.104736328125E-4	1.05327699734073	1.1016845703125E-4	1.051190997346	-1.52587890625E-6	1.05284499734182	1.141357421875E-4
1.04956099735011	-9.1552734375E-7	1.05360899733989	1.08642578125E-4	1.05337999734047	1.1016845703125E-4	1.05143399734538	1.1810302734375E-4	1.05294999734156	1.1322021484375E-4
1.04966299734986	-3.0517578125E-7	1.05370999733964	1.129150390625E-4	1.05347499734023	1.092529296875E-4	1.05157399734503	1.141357421875E-4	1.05304299734132	1.141357421875E-4
1.0497639973496	-9.1552734375E-7	1.05381099733938	1.1016845703125E-4	1.05357899733997	1.104736328125E-4	1.05167799734477	1.1474609375E-4	1.05314799734106	1.1383056640625E-4
1.04986599734934	-9.1552734375E-7	1.05391199733913	1.0986328125E-4	1.05367399733973	1.11083984375E-4	1.05177899734451	1.1383056640625E-4	1.0532509973408	1.1566162109375E-4
1.04995699734911	-3.0517578125E-7	1.05401299733887	1.116943359375E-4	1.05377799733947	1.08642578125E-4	1.05187899734426	1.13525390625E-4	1.05334499734056	1.1444091796875E-4
1.05006099734885	-1.220703125E-6	1.05411399733862	1.1199951171875E-4	1.05388099733921	1.1016845703125E-4	1.05197899734401	1.129150390625E-4	1.05344999734029	1.141357421875E-4
1.05016299734859	-9.1552734375E-7	1.05421499733836	1.1199951171875E-4	1.05397599733897	1.0894775390625E-4	1.05207899734376	1.1138916015625E-4	1.05354299734006	1.1505126953125E-4
1.05026499734834	-1.220703125E-6	1.05431499733811	1.11083984375E-4	1.0540799973387	1.1077880859375E-4	1.0521799973435	1.1077880859375E-4	1.05364799733979	1.1444091796875E-4
1.05035599734811	-9.1552734375E-7	1.05441699733785	1.1199951171875E-4	1.05417499733846	1.1138916015625E-4	1.05227999734325	1.11083984375E-4	1.05375099733953	1.1322021484375E-4
1.05045999734784	-6.103515625E-7	1.0545169973376	1.123046875E-4	1.0542779973382	1.1016845703125E-4	1.052379997343	1.11083984375E-4	1.0538449973393	1.1566162109375E-4
1.05070199734723	1.226806640625E-4	1.05461799733735	1.116943359375E-4	1.05438099733794	1.092529296875E-4	1.05248099734274	1.092529296875E-4	1.05394999733903	1.1566162109375E-4
1.05084199734688	1.18408203125E-4	1.05471899733709	1.1138916015625E-4	1.0544769973377	1.1138916015625E-4	1.05257999734249	1.104736328125E-4	1.05404399733879	1.153564453125E-4
1.05093899734663	1.177978515625E-4	1.05481999733684	1.129150390625E-4	1.05457999733744	1.0955810546875E-4	1.05267999734224	1.116943359375E-4	1.05414899733853	1.153564453125E-4
1.05103599734639	1.1810302734375E-4	1.05491999733658	1.092529296875E-4	1.0546749973372	1.0894775390625E-4	1.05278099734198	1.116943359375E-4	1.05424199733829	1.1505126953125E-4
1.05113199734615	1.1627197265625E-4	1.05502099733633	1.123046875E-4	1.05477899733694	1.092529296875E-4	1.05288099734173	1.123046875E-4	1.05434799733803	1.153564453125E-4
1.0512289973459	1.165771484375E-4	1.05512199733607	1.1016845703125E-4	1.0548739973367	1.07421875E-4	1.05298199734148	1.116943359375E-4	1.05445099733777	1.15966796875E-4
1.05132599734566	1.153564453125E-4	1.05522299733582	1.11083984375E-4	1.05497799733644	1.0833740234375E-4	1.05308199734122	1.1199951171875E-4	1.05454399733753	1.1627197265625E-4
1.05142199734541	1.153564453125E-4	1.05532399733556	1.123046875E-4	1.05508099733618	1.092529296875E-4	1.05318299734097	1.1138916015625E-4	1.05464999733726	1.1627197265625E-4
1.05151899734517	1.141357421875E-4	1.05542499733531	1.1138916015625E-4	1.05517599733594	1.1077880859375E-4	1.05328199734072	1.1199951171875E-4	1.05474399733703	1.153564453125E-4
